id_transaccion,fecha_hora,comercio,categoria_comercio,ciudad_comercio,terminal,cliente,correo_cliente,tarjeta_ultimos4,marca_tarjeta,monto,moneda,estatus,metodo_captura,contracargo
TRX0003929,2026-02-17 12:59:46,GASOLINERA KM 12,combustible,Puebla,TPV01-PUE,Rocio Vargas,rocio.vargas62@correo.mx,4939,MASTERCARD,1297.09,MXN,APROBADA,MANUAL,N
TRX0003930,2026-05-08 07:42:30,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Luis Herrera,luis.herrera5@correo.mx,7395,MASTERCARD,341.36,MXN,APROBADA,QR,N
TRX0003931,2026-03-02 18:43:29,GASOLINERA KM 12,Combustible,Puebla,TPV01-PUE,Raul Herrera,raul.herrera110@correo.mx,7010,VISA,1046.44,MXN,APROBADA,BANDA,N
TRX0003932,2026-05-16 12:58:25,Boutique  Iris,Ropa,Ciudad de Mexico,TPV03-CIU,Hector Herrera,hector.herrera79@correo.mx,3159,VISA,1097.47,MXN,RECHAZADA,CHIP,N
TRX0003933,2026-03-11 13:40:21,VIAJES ALTAMAR,viajes,Cancun,TPV04-CAN,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,36154.17,MXN,APROBADA,CONTACTLESS,N
TRX0003934,2026-05-09 13:37:15,Super Norteno,SUPER,Monterrey,TPV01-MON,Jorge Herrera,jorge.herrera46@correo.mx,2925,AMEX,2959.01,MXN,APROBADA,QR,N
TRX0003935,2026-04-05 09:38:22,GASOLINERA KM 12,Combustible,Puebla,TPV02-PUE,Jorge Herrera,jorge.herrera112@correo.mx,5612,MASTERCARD,1015.71,MXN,APROBADA,CONTACTLESS,N
TRX0003936,2026-03-16 12:14:08,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Ivan Trejo,ivan.trejo180@correo.mx,8045,MASTERCARD,412.84,MXN,APROBADA,CHIP,N
TRX0003937,2026-06-19 11:33:21,Viajes Altamar,Viajes,Cancun,TPV02-CAN,Sofia Salazar,sofia.salazar146@correo.mx,4742,VISA,10482.93,MXN,APROBADA,BANDA,N
TRX0003938,2026-03-15 09:32:21,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV01-CIU,Raul Vargas,raul.vargas37@correo.mx,5573,AMEX,330.47,MXN,APROBADA,BANDA,N
TRX0003939,2026-04-05 10:20:27,Cafe Aurora,restaurante,Guadalajara,TPV04-GUA,Rocio Ramirez,rocio.ramirez94@correo.mx,3489,VISA,442.91,MXN,APROBADA,CONTACTLESS,N
TRX0003940,2026-02-11 07:16:36,Gasolinera Km 12,combustible,Puebla,TPV03-PUE,Lucia Ramirez,lucia.ramirez43@correo.mx,2509,VISA,563.98,MXN,APROBADA,MANUAL,N
TRX0003941,2026-05-31 07:23:04,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV04-CIU,Hector Mendoza,hector.mendoza10@correo.mx,6846,VISA,4333.8,MXN,APROBADA,CHIP,N
TRX0003942,2026-04-28 17:34:03,Boutique Iris,ropa,Ciudad de Mexico,TPV02-CIU,Patricia Gonzalez,patricia.gonzalez33@correo.mx,8690,AMEX,401.9,MXN,APROBADA,QR,N
TRX0003943,2026-01-09 16:14:31,CAFE AURORA,Restaurante,Guadalajara,TPV03-GUA,Miguel Delgado,miguel.delgado42@correo.mx,7456,VISA,287.25,MXN,APROBADA,BANDA,N
TRX0003944,2026-06-12 17:34:05,Super Nortenio,SUPER,Monterrey,TPV04-MON,Hector Delgado,hector.delgado137@correo.mx,3321,AMEX,1422.83,MXN,REVERSADA,CONTACTLESS,N
TRX0003945,2026-06-01 07:51:07,Super Norteno,SUPER,Monterrey,TPV01-MON,Elena Ramirez,elena.ramirez61@correo.mx,8246,AMEX,235.95,MXN,APROBADA,CONTACTLESS,N
TRX0003946,2026-05-20 14:13:05,Super Nortenio,supermercado,Monterrey,TPV03-MON,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,2906.11,MXN,APROBADA,CONTACTLESS,N
TRX0003947,2026-02-18 11:45:06,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV03-CIU,Jorge Rivas,jorge.rivas128@correo.mx,7387,MASTERCARD,829.99,MXN,APROBADA,QR,N
TRX0003948,2026-06-11 21:31:31,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV03-CIU,Fernando Nunez,fernando.nunez145@correo.mx,8489,AMEX,446.24,MXN,APROBADA,CONTACTLESS,N
TRX0003949,2026-02-28 08:09:40,Electro Maya,Electronica,Merida,TPV04-MER,Lucia Gonzalez,lucia.gonzalez36@correo.mx,8401,AMEX,3375.11,MXN,RECHAZADA,CONTACTLESS,N
TRX0003950,2026-04-05 16:17:15,GASOLINERA KM 12,combustible,Puebla,TPV04-PUE,Patricia Delgado,patricia.delgado167@correo.mx,8972,VISA,597.9,MXN,APROBADA,QR,N
TRX0003951,2026-02-05 19:29:18,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Sofia Ramirez,sofia.ramirez84@correo.mx,8467,MASTERCARD,5750.96,MXN,APROBADA,BANDA,N
TRX0003952,2026-03-09 15:16:49,Super Norteno,Supermercado,Monterrey,TPV01-MON,Fernando Mendoza,fernando.mendoza57@correo.mx,8388,AMEX,2519.14,MXN,APROBADA,MANUAL,N
TRX0003953,2026-04-26 09:52:03,ELECTRO MAYA,Electronica,Merida,TPV01-MER,Rocio Cortes,rocio.cortes103@correo.mx,8270,VISA,17762.17,MXN,APROBADA,MANUAL,N
TRX0003954,2026-02-14 19:55:55,Super Norteno,Supermercado,Monterrey,TPV01-MON,Fernando Rivas,fernando.rivas133@correo.mx,6714,MASTERCARD,516.97,MXN,APROBADA,MANUAL,N
TRX0003955,2026-04-13 15:29:20,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV02-CIU,Raul Cortes,raul.cortes116@correo.mx,1792,MASTERCARD,708.08,MXN,APROBADA,MANUAL,N
TRX0003956,2026-02-08 08:38:12,Electro Maya,ELECTRO,Merida,TPV03-MER,Patricia Cortes,patricia.cortes160@correo.mx,4485,VISA,12622.45,MXN,APROBADA,CHIP,N
TRX0003957,2026-05-21 19:26:04,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Sofia Delgado,sofia.delgado119@correo.mx,1778,AMEX,353.44,MXN,RECHAZADA,BANDA,N
TRX0003958,2026-04-21 07:39:04,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV04-CIU,Hector Delgado,hector.delgado49@correo.mx,4702,VISA,5812.43,MXN,APROBADA,CHIP,N
TRX0003959,2026-06-15 12:16:20,Boutique Iris,Ropa,Ciudad de Mexico,TPV04-CIU,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,5953.9,MXN,APROBADA,CONTACTLESS,N
TRX0003960,2026-06-08 12:17:46,Super Nortenio,Supermercado,Monterrey,TPV03-MON,Ivan Trejo,ivan.trejo180@correo.mx,8045,MASTERCARD,1370.2,MXN,APROBADA,QR,N
TRX0003961,2026-02-15 17:02:56,Super Nortenio,SUPER,Monterrey,TPV03-MON,Hector Mendoza,hector.mendoza10@correo.mx,6846,VISA,2436.11,MXN,APROBADA,BANDA,N
TRX0003962,2026-01-06 19:10:44,ELECTRO MAYA,Electronica,Merida,TPV04-MER,Ana Trejo,ana.trejo51@correo.mx,9690,MASTERCARD,3350.87,MXN,APROBADA,CHIP,S
TRX0003963,2026-06-07 15:56:01,SUPER NORTENO,Supermercado,Monterrey,TPV01-MON,Miguel Gonzalez,miguel.gonzalez154@correo.mx,1692,MASTERCARD,3382.56,MXN,APROBADA,QR,N
TRX0003964,2026-06-18 10:26:09,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV04-CIU,Lucia Delgado,lucia.delgado141@correo.mx,6423,VISA,447.02,MXN,APROBADA,QR,N
TRX0003965,2026-03-13 09:50:28,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV01-CIU,Hector Nunez,hector.nunez38@correo.mx,3109,AMEX,212.7,MXN,APROBADA,CONTACTLESS,N
TRX0003966,2026-05-09 12:32:53,ELECTRO MAYA,electronica,Merida,TPV03-MER,Elena Trejo,elena.trejo73@correo.mx,9973,AMEX,17507.49,MXN,APROBADA,CHIP,N
TRX0003967,2026-06-07 16:20:37,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV04-CIU,Raul Vargas,raul.vargas22@correo.mx,8824,AMEX,899.78,MXN,APROBADA,CONTACTLESS,N
TRX0003968,2026-05-10 09:18:31,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV04-CIU,Jorge Herrera,jorge.herrera46@correo.mx,2925,AMEX,282.06,MXN,REVERSADA,BANDA,N
TRX0003969,2026-04-28 21:30:13,Super Norteno,Supermercado,Monterrey,TPV04-MON,Raul Trejo,raul.trejo125@correo.mx,4936,VISA,1888.84,MXN,APROBADA,MANUAL,N
TRX0003970,2026-01-15 15:18:16,ELECTRO MAYA,electronica,Merida,TPV02-MER,Raul Mendoza,raul.mendoza30@correo.mx,7314,MASTERCARD,23148.35,MXN,APROBADA,CHIP,N
TRX0003971,2026-04-04 10:55:34,SUPER NORTENO,SUPER,Monterrey,TPV03-MON,Elena Ramirez,elena.ramirez4@correo.mx,8580,VISA,2406.24,MXN,REVERSADA,CHIP,N
TRX0003972,2026-06-03 10:46:21,Super Norteno,Supermercado,Monterrey,TPV01-MON,Raul Nunez,raul.nunez70@correo.mx,5287,AMEX,2186.21,MXN,APROBADA,BANDA,N
TRX0003973,2026-03-09 06:56:17,CAFE AURORA,Restaurante,Guadalajara,TPV02-GUA,Sofia Vargas,sofia.vargas19@correo.mx,1099,MASTERCARD,172.22,MXN,APROBADA,CONTACTLESS,N
TRX0003974,2026-04-20 07:27:35,Super Norteno,Supermercado,Monterrey,TPV02-MON,Hector Ramirez,hector.ramirez164@correo.mx,7290,MASTERCARD,516.93,MXN,APROBADA,BANDA,N
TRX0003975,2026-05-10 06:35:22,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV04-CIU,Elena Ramirez,elena.ramirez8@correo.mx,3648,MASTERCARD,472.68,MXN,APROBADA,QR,N
TRX0003976,2026-01-25 12:20:37,ELECTRO MAYA,Electronica,Merida,TPV01-MER,Luis Zamora,luis.zamora9@correo.mx,1462,AMEX,21058.33,MXN,APROBADA,QR,N
TRX0003977,2026-02-05 07:06:57,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV03-CIU,Patricia Cortes,patricia.cortes160@correo.mx,9021,MASTERCARD,219.83,MXN,APROBADA,QR,N
TRX0003978,2026-06-13 07:05:46,SUPER NORTENO,supermercado,Monterrey,TPV02-MON,Elena Rivas,elena.rivas20@correo.mx,9752,AMEX,2005.91,MXN,APROBADA,CHIP,N
TRX0003979,2026-03-07 21:31:04,Boutique Iris,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Lucia Vargas,lucia.vargas131@correo.mx,3615,MASTERCARD,595.64,MXN,REVERSADA,MANUAL,N
TRX0003980,2026-03-07 19:14:10,Super Nortenio,SUPER,Monterrey,TPV01-MON,Patricia Mendoza,patricia.mendoza140@correo.mx,8731,VISA,1076.3,MXN,APROBADA,MANUAL,N
TRX0003981,2026-02-22 12:56:31,Super Nortenio,supermercado,Monterrey,TPV03-MON,Teresa Mendoza,teresa.mendoza55@correo.mx,6130,MASTERCARD,811.65,MXN,APROBADA,BANDA,N
TRX0003982,2026-05-03 18:41:38,Gasolinera Km 12,Combustible,Puebla,TPV03-PUE,Hector Rivas,hector.rivas50@correo.mx,8897,MASTERCARD,491.81,MXN,APROBADA,CHIP,N
TRX0003983,2026-01-03 16:50:38,Super Norteno,supermercado,Monterrey,TPV02-MON,Raul Gonzalez,raul.gonzalez74@correo.mx,9447,VISA,900.06,MXN,APROBADA,CHIP,N
TRX0003984,2026-03-15 20:30:21,Cafe Aurora,restaurante,Guadalajara,TPV03-GUA,Raul Vargas,raul.vargas22@correo.mx,8824,AMEX,126.95,MXN,APROBADA,QR,N
TRX0003985,2026-03-25 18:07:32,FARMACIA DEL SOL,FARM,Ciudad de Mexico,TPV03-CIU,Raul Delgado,raul.delgado105@correo.mx,6357,VISA,626.64,MXN,APROBADA,MANUAL,N
TRX0003986,2026-01-03 14:42:26,SUPER NORTENO,Supermercado,Monterrey,TPV02-MON,Luis Ramirez,luis.ramirez58@correo.mx,6479,AMEX,3308.89,MXN,APROBADA,BANDA,N
TRX0003987,2026-02-26 16:48:23,BOUTIQUE IRIS,ropa,Ciudad de Mexico,TPV02-CIU,Hector Trejo,hector.trejo101@correo.mx,6533,MASTERCARD,2317.02,MXN,REVERSADA,MANUAL,N
TRX0003988,2026-06-24 16:36:56,CAFE AURORA,restaurante,Guadalajara,TPV04-GUA,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,165.82,MXN,APROBADA,MANUAL,N
TRX0003989,2026-02-28 19:47:54,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV01-CIU,Sofia Vargas,sofia.vargas19@correo.mx,1099,MASTERCARD,921.17,MXN,REVERSADA,CHIP,N
TRX0003990,2026-05-03 08:11:28,Boutique  Iris,ropa,Ciudad de Mexico,TPV04-CIU,Patricia Herrera,patricia.herrera3@correo.mx,4061,VISA,900.09,MXN,APROBADA,CONTACTLESS,N
TRX0003991,2026-06-14 06:47:26,Super Norteno,Supermercado,Monterrey,TPV01-MON,Hector Rivas,hector.rivas50@correo.mx,8897,MASTERCARD,1893.07,MXN,APROBADA,QR,N
TRX0003992,2026-05-25 06:52:55,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV04-CIU,Ivan Trejo,ivan.trejo180@correo.mx,8045,MASTERCARD,246.64,MXN,APROBADA,CHIP,N
TRX0003993,2026-04-16 17:53:54,Super Norteno,SUPER,Monterrey,TPV01-MON,Patricia Salazar,patricia.salazar69@correo.mx,4268,MASTERCARD,1991.14,MXN,REVERSADA,CONTACTLESS,N
TRX0003994,2026-04-08 08:09:06,Super Nortenio,SUPER,Monterrey,TPV02-MON,Sofia Salazar,sofia.salazar146@correo.mx,4742,VISA,2616.87,MXN,REVERSADA,CHIP,N
TRX0003995,2026-01-21 14:42:34,BOUTIQUE IRIS,ropa,Ciudad de Mexico,TPV04-CIU,Elena Cortes,elena.cortes68@correo.mx,5599,AMEX,4056.05,MXN,REVERSADA,MANUAL,N
TRX0003996,2026-04-14 20:33:55,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV02-CIU,Lucia Gonzalez,lucia.gonzalez54@correo.mx,2892,AMEX,1421.14,MXN,APROBADA,BANDA,N
TRX0003997,2026-01-18 20:47:52,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV03-CIU,Ivan Mendoza,ivan.mendoza21@correo.mx,2908,MASTERCARD,577.72,MXN,APROBADA,BANDA,N
TRX0003998,2026-04-08 10:03:10,Boutique  Iris,Ropa,Ciudad de Mexico,TPV01-CIU,Miguel Nunez,miguel.nunez174@correo.mx,2390,MASTERCARD,4785.62,MXN,APROBADA,QR,N
TRX0003999,2026-02-04 21:36:51,Gasolinera Km 12,Combustible,Puebla,TPV01-PUE,Patricia Vargas,patricia.vargas26@correo.mx,4933,VISA,1003.46,MXN,RECHAZADA,MANUAL,N
TRX0004000,2026-03-09 07:33:57,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV04-CIU,Sofia Nunez,sofia.nunez134@correo.mx,9193,AMEX,294.52,MXN,APROBADA,BANDA,N
TRX0004001,2026-01-27 15:55:16,Super Nortenio,SUPER,Monterrey,TPV04-MON,Raul Herrera,raul.herrera110@correo.mx,7010,VISA,3048.1,MXN,RECHAZADA,CONTACTLESS,N
TRX0004002,2026-01-05 07:28:15,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV03-CIU,Hector Nunez,hector.nunez38@correo.mx,3109,AMEX,478.11,MXN,APROBADA,MANUAL,N
TRX0004003,2026-05-23 17:45:14,Cafe Aurora,restaurante,Guadalajara,TPV01-GUA,Raul Vargas,raul.vargas37@correo.mx,5573,AMEX,376.08,MXN,RECHAZADA,CHIP,N
TRX0004004,2026-02-19 12:52:25,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Patricia Nunez,patricia.nunez52@correo.mx,8415,VISA,125.45,MXN,APROBADA,CONTACTLESS,N
TRX0004005,2026-06-20 19:04:17,Super Nortenio,Supermercado,Monterrey,TPV04-MON,Raul Cortes,raul.cortes116@correo.mx,1792,MASTERCARD,2975.01,MXN,APROBADA,QR,N
TRX0004006,2026-03-28 20:10:11,Super Norteno,Supermercado,Monterrey,TPV03-MON,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,2549.1,MXN,APROBADA,BANDA,N
TRX0004007,2026-02-28 11:18:36,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV03-CIU,Rocio Herrera,rocio.herrera165@correo.mx,6020,VISA,5070.36,MXN,APROBADA,QR,N
TRX0004008,2026-03-21 12:01:38,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV02-CIU,Miguel Delgado,miguel.delgado42@correo.mx,7456,VISA,1874.27,MXN,APROBADA,BANDA,N
TRX0004009,2026-02-27 19:06:55,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV04-CIU,Ana Salazar,ana.salazar158@correo.mx,2274,MASTERCARD,549.09,MXN,APROBADA,MANUAL,N
TRX0004010,2026-04-26 12:14:18,VIAJES ALTAMAR,viajes,Cancun,TPV02-CAN,Lucia Delgado,lucia.delgado120@correo.mx,1162,AMEX,19498.83,MXN,APROBADA,QR,N
TRX0004011,2026-02-05 17:02:31,Boutique  Iris,ropa,Ciudad de Mexico,TPV04-CIU,Jorge Vargas,jorge.vargas86@correo.mx,5040,MASTERCARD,982.22,MXN,APROBADA,QR,N
TRX0004012,2026-04-16 11:22:49,Super Norteno,SUPER,Monterrey,TPV04-MON,Luis Rivas,luis.rivas99@correo.mx,1585,MASTERCARD,653.1,MXN,REVERSADA,CHIP,N
TRX0004013,2026-01-25 15:51:34,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Miguel Delgado,miguel.delgado42@correo.mx,7456,VISA,381.85,MXN,RECHAZADA,CONTACTLESS,N
TRX0004014,2026-02-13 14:19:47,Cafe Aurora,Restaurante,Guadalajara,TPV01-GUA,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,342.6,MXN,APROBADA,CHIP,N
TRX0004015,2026-01-03 19:52:40,Cafe Aurora,Restaurante,Guadalajara,TPV01-GUA,Teresa Mendoza,teresa.mendoza159@correo.mx,6739,VISA,272.15,MXN,APROBADA,BANDA,N
TRX0004016,2026-06-15 21:08:59,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Lucia Zamora,lucia.zamora108@correo.mx,3262,MASTERCARD,417.39,MXN,APROBADA,MANUAL,N
TRX0004017,2026-04-01 13:37:57,Cafe Aurora,restaurante,Guadalajara,TPV03-GUA,Elena Cortes,elena.cortes68@correo.mx,5599,AMEX,140.23,MXN,APROBADA,CONTACTLESS,N
TRX0004018,2026-03-14 17:39:41,BOUTIQUE IRIS,ropa,Ciudad de Mexico,TPV01-CIU,Ana Cortes,ana.cortes91@correo.mx,8806,AMEX,3586.18,MXN,APROBADA,CONTACTLESS,N
TRX0004019,2026-03-26 11:20:17,Super Nortenio,supermercado,Monterrey,TPV04-MON,Jorge Vargas,jorge.vargas86@correo.mx,5040,MASTERCARD,2112.82,MXN,APROBADA,QR,N
TRX0004020,2026-02-20 20:33:14,CAFE AURORA,restaurante,Guadalajara,TPV03-GUA,Lucia Vargas,lucia.vargas7@correo.mx,4691,AMEX,381.28,MXN,APROBADA,MANUAL,N
TRX0004021,2026-04-22 14:07:10,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Fernando Cortes,fernando.cortes170@correo.mx,6842,AMEX,432.66,MXN,APROBADA,MANUAL,N
TRX0004022,2026-03-19 15:15:07,Super Norteno,Supermercado,Monterrey,TPV04-MON,Elena Gonzalez,elena.gonzalez143@correo.mx,1660,MASTERCARD,2466.3,MXN,APROBADA,CHIP,N
TRX0004023,2026-02-10 10:07:59,Farmacia del Sol,FARM,Ciudad de Mexico,TPV04-CIU,Hector Trejo,hector.trejo101@correo.mx,6533,MASTERCARD,285.29,MXN,REVERSADA,MANUAL,N
TRX0004024,2026-06-23 14:18:49,SUPER NORTENO,supermercado,Monterrey,TPV01-MON,Carmen Rivas,carmen.rivas139@correo.mx,4822,AMEX,686.67,MXN,APROBADA,CONTACTLESS,N
TRX0004025,2026-04-27 12:59:52,SUPER NORTENO,SUPER,Monterrey,TPV01-MON,Elena Trejo,elena.trejo73@correo.mx,9973,AMEX,1692.38,MXN,RECHAZADA,QR,N
TRX0004026,2026-03-17 20:13:28,GASOLINERA KM 12,combustible,Puebla,TPV03-PUE,Patricia Gonzalez,patricia.gonzalez127@correo.mx,4793,VISA,1597.65,MXN,APROBADA,MANUAL,N
TRX0004027,2026-02-20 06:52:55,BOUTIQUE IRIS,Ropa,Ciudad de Mexico,TPV03-CIU,Fernando Nunez,fernando.nunez145@correo.mx,5858,AMEX,4581.39,MXN,APROBADA,CHIP,N
TRX0004028,2026-01-26 21:53:05,Super Nortenio,SUPER,Monterrey,TPV03-MON,Ana Zamora,ana.zamora72@correo.mx,8476,VISA,2337.2,MXN,APROBADA,QR,N
TRX0004029,2026-02-22 18:53:47,Super Nortenio,SUPER,Monterrey,TPV01-MON,Luis Delgado,luis.delgado150@correo.mx,7838,VISA,1904.11,MXN,APROBADA,CHIP,N
TRX0004030,2026-02-12 20:32:11,Cafe Aurora,Restaurante,Guadalajara,TPV04-GUA,Lucia Ramirez,lucia.ramirez48@correo.mx,2913,VISA,447.96,MXN,APROBADA,CONTACTLESS,N
TRX0004031,2026-05-05 06:17:52,Gasolinera Km 12,combustible,Puebla,TPV02-PUE,Patricia Mendoza,patricia.mendoza140@correo.mx,8731,VISA,729.33,MXN,APROBADA,BANDA,N
TRX0004032,2026-05-08 15:28:57,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Miguel Cortes,miguel.cortes97@correo.mx,9422,MASTERCARD,777.23,MXN,APROBADA,MANUAL,N
TRX0004033,2026-03-06 15:15:25,Farmacia del Sol ,farmacia,Ciudad de Mexico,TPV04-CIU,Fernando Zamora,fernando.zamora156@correo.mx,3541,MASTERCARD,505.56,MXN,APROBADA,MANUAL,N
TRX0004034,2026-02-14 12:12:32,VIAJES ALTAMAR,viajes,Cancun,TPV03-CAN,Miguel Gonzalez,miguel.gonzalez28@correo.mx,8632,VISA,13059.52,MXN,APROBADA,CHIP,N
TRX0004035,2026-02-26 16:14:11,Farmacia del Sol,farmacia,Ciudad de Mexico,TPV04-CIU,Patricia Rivas,patricia.rivas157@correo.mx,8006,VISA,293.57,MXN,APROBADA,CONTACTLESS,N
TRX0004036,2026-03-17 14:11:51,VIAJES ALTAMAR,viajes,Cancun,TPV03-CAN,Miguel Herrera,miguel.herrera166@correo.mx,4697,AMEX,40752.77,MXN,APROBADA,BANDA,N
TRX0004037,2026-01-17 07:56:13,FARMACIA DEL SOL,farmacia,Ciudad de Mexico,TPV02-CIU,Jorge Rivas,jorge.rivas147@correo.mx,5919,MASTERCARD,558.79,MXN,REVERSADA,BANDA,N
TRX0004038,2026-06-06 19:28:09,Gasolinera Km 12,Combustible,Puebla,TPV01-PUE,Hector Delgado,hector.delgado49@correo.mx,4702,VISA,1099.8,MXN,APROBADA,CONTACTLESS,N
TRX0004039,2026-04-24 08:09:45,Boutique  Iris,Ropa,Ciudad de Mexico,TPV02-CIU,Ana Vargas,ana.vargas60@correo.mx,5862,AMEX,3088.79,MXN,APROBADA,MANUAL,N
TRX0004040,2026-06-25 20:35:02,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV01-CIU,Miguel Delgado,miguel.delgado23@correo.mx,3807,VISA,502.48,MXN,APROBADA,CHIP,N
TRX0004041,2026-04-10 17:33:52,CAFE AURORA,restaurante,Guadalajara,TPV04-GUA,Jorge Delgado,jorge.delgado66@correo.mx,7754,VISA,159.73,MXN,APROBADA,BANDA,N
TRX0004042,2026-06-19 19:44:35,Cafe Aurora,Restaurante,Guadalajara,TPV04-GUA,Patricia Cortes,patricia.cortes160@correo.mx,9021,MASTERCARD,190.92,MXN,APROBADA,QR,N
TRX0004043,2026-02-25 16:50:58,BOUTIQUE IRIS,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Carmen Ramirez,carmen.ramirez111@correo.mx,1829,VISA,3334.85,MXN,APROBADA,QR,N
TRX0004044,2026-03-15 06:16:50,VIAJES ALTAMAR,viajes,Cancun,TPV03-CAN,Raul Zamora,raul.zamora124@correo.mx,6787,AMEX,44879.83,MXN,APROBADA,CHIP,N
TRX0004045,2026-06-03 06:42:19,FARMACIA DEL SOL,Farmacia,Ciudad de Mexico,TPV03-CIU,Patricia Gonzalez,patricia.gonzalez33@correo.mx,5295,AMEX,653.24,MXN,APROBADA,CHIP,N
TRX0004046,2026-01-21 19:04:35,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Luis Delgado,luis.delgado150@correo.mx,7838,VISA,211.19,MXN,APROBADA,CHIP,N
TRX0004047,2026-05-13 20:02:57,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV02-CIU,Rocio Zamora,rocio.zamora85@correo.mx,2544,AMEX,166.27,MXN,APROBADA,CHIP,N
TRX0004048,2026-04-27 12:02:16,GASOLINERA KM 12,Combustible,Puebla,TPV04-PUE,Raul Mendoza,raul.mendoza30@correo.mx,7314,MASTERCARD,1167.39,MXN,APROBADA,QR,N
TRX0004049,2026-04-03 08:39:59,CAFE AURORA,Restaurante,Guadalajara,TPV04-GUA,Luis Zamora,luis.zamora9@correo.mx,1462,AMEX,75.02,MXN,APROBADA,CHIP,N
TRX0004050,2026-05-08 19:42:58,Farmacia del Sol ,FARM,Ciudad de Mexico,TPV03-CIU,Raul Gonzalez,raul.gonzalez179@correo.mx,8333,MASTERCARD,278.45,MXN,APROBADA,QR,N
TRX0004051,2026-04-30 12:37:57,Boutique  Iris,VESTIMENTA,Ciudad de Mexico,TPV02-CIU,Carmen Cortes,carmen.cortes76@correo.mx,7986,AMEX,1517.41,MXN,APROBADA,QR,N
TRX0004052,2026-05-31 18:15:17,Farmacia del Sol,Farmacia,Ciudad de Mexico,TPV02-CIU,Hector Herrera,hector.herrera34@correo.mx,9193,VISA,710.6,MXN,APROBADA,CONTACTLESS,N
TRX0004053,2026-03-09 11:10:16,Cafe Aurora,restaurante,Guadalajara,TPV02-GUA,Jorge Nunez,jorge.nunez121@correo.mx,3221,AMEX,281.74,MXN,APROBADA,MANUAL,N
TRX0004054,2026-05-17 11:29:08,SUPER NORTENO,SUPER,Monterrey,TPV03-MON,Rocio Salazar,rocio.salazar15@correo.mx,4224,MASTERCARD,2967.3,MXN,APROBADA,MANUAL,S
TRX0004055,2026-05-11 19:10:53,Super Nortenio,supermercado,Monterrey,TPV03-MON,Lucia Ramirez,lucia.ramirez43@correo.mx,2509,VISA,1679.06,MXN,APROBADA,CHIP,N
TRX0004056,2026-03-15 18:15:10,SUPER NORTENO,supermercado,Monterrey,TPV03-MON,Lucia Ramirez,lucia.ramirez152@correo.mx,6278,MASTERCARD,592.96,MXN,APROBADA,CHIP,N
TRX0004057,2026-06-27 08:31:25,SUPER NORTENO,Supermercado,Monterrey,TPV03-MON,Ivan Nunez,ivan.nunez88@correo.mx,1309,MASTERCARD,960.0,MXN,REVERSADA,CONTACTLESS,N
TRX0004058,2026-03-12 09:31:36,Farmacia del Sol ,Farmacia,Ciudad de Mexico,TPV03-CIU,Lucia Gonzalez,lucia.gonzalez96@correo.mx,7074,VISA,779.07,MXN,APROBADA,MANUAL,N
